epoch,train_loss,eval_loss,eval_top1,eval_top5
145,1.165527238354335,0.433342409658432,92.09,99.77
146,1.1651512447758918,0.4389110360622406,91.98,99.57
147,1.169066066931213,0.4109321596622467,92.28,99.65
148,1.1766396509853123,0.4236279915332794,92.12,99.67
149,1.154263735275415,0.46124301314353944,91.88,99.63
150,1.1389081554437264,0.45976443157196045,91.75,99.59
151,1.1386190378101169,0.48952640109062195,92.54,99.65
152,1.1632099412620145,0.4734254596233368,91.94,99.55
153,1.1600659948305039,0.3927536386013031,92.3,99.68
154,1.149069340372513,0.4563630349636078,92.13,99.64
155,1.144447492271013,0.3872777055740356,92.51,99.59
156,1.1345737878705415,0.390393616771698,92.53,99.68
157,1.157552680041207,0.45763142366409304,92.11,99.68
158,1.1531791992285187,0.40717195143699647,92.61,99.68
159,1.1554811254964137,0.4078016623020172,92.52,99.67
160,1.1432284412097076,0.423862895488739,92.01,99.63
161,1.16076608694775,0.4205934998035431,92.48,99.68
162,1.1628097876543884,0.4101500586509705,92.54,99.61
163,1.151010521013819,0.36864405550956725,92.65,99.65
164,1.1451633158169696,0.4268050476074219,92.57,99.63
165,1.1402202392051835,0.3782420343875885,92.55,99.72
166,1.144590646295633,0.38126909742355347,92.59,99.64
167,1.1323528232556146,0.380744442653656,92.77,99.69
168,1.1538547882655212,0.43001014494895934,92.7,99.7
169,1.1292333873072293,0.41599864745140075,92.44,99.63
170,1.15689292408898,0.4158578227043152,92.54,99.71
171,1.1387559801301943,0.40573969187736514,92.6,99.63
172,1.131650910105809,0.4357300775527954,92.53,99.74
173,1.1267809883885744,0.4424123248577118,92.39,99.63
174,1.1589698556443335,0.4276406809329987,92.41,99.59
175,1.1399448321662395,0.44116919202804566,92.41,99.71
176,1.1348885628233798,0.39096699800491336,92.68,99.68
